label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node
39,35.649534,139.5028028,29.0286310029619,-17.3559418996873,-1.42579927270575,0,0,0.295531486977327,0.954943281942474,1.5,1.5,0,0,1,-1
40,35.6495583,139.5028356,31.2875632253499,-14.0145950242984,-1.6221042531148,0,0,0.538326945879131,0.842134170920076,1.5,1.5,0,0,1,-1
41,35.649592,139.5028541,32.0320388586076,-10.060895462096,-1.75799011789567,0,0,0.680921656021402,0.731638963291002,1.5,1.5,0,0,1,-1
42,35.6495943,139.502855,32.0340826161835,-9.82145959856417,-1.77992627007647,0,0,0.740696584409506,0.671078625215056,1.5,1.5,0,0,1,5
43,35.6495944,139.5028553,31.9042485316185,-9.77256389660137,-1.75912466636281,0,0,0.203290364593112,0.978861130802372,1.5,1.5,0,0,1,-1
44,35.6495889,139.5028974,35.9113191956008,-9.59853691874486,-2.01567536171929,0,0,0.025320255949171,0.999449335339941,1.5,1.5,0,0,1,-1
45,35.6495832,139.5029403,39.9788525543706,-9.3949594301823,-2.28651436618187,0,0,0.057944037877611,0.998001217881287,1.5,1.5,0,0,1,-1
46,35.6495869,139.5029555,41.1365923379784,-8.68289108842919,-2.38975666762456,0,0,0.54882699974775,0.835275701510339,1.5,1.5,0,0,1,-1
47,35.649623,139.5029593,40.6051949703933,-4.65342704487743,-2.41969628770744,0,0,0.812936874216219,0.581117687899457,1.5,1.5,0,0,1,-1
48,35.6496273,139.5029588,40.4019213307347,-4.25612032747571,-2.40129799247542,0,0,0.838270647755274,0.543969913232455,1.5,1.5,0,0,1,4
49,35.649658,139.5029607,39.7148400474633,-0.729812274030547,-2.43196211780424,0,0,0.734347668096684,0.678176501997046,1.5,1.5,0,0,1,-1
50,35.649675,139.5029575,38.9206295890735,1.0994303974274,-2.40724901952849,0,0,0.977583244410721,0.207148960478996,1.5,1.5,0,0,1,-1
51,35.6496871,139.5029137,34.8338926805303,1.5641740514987,-2.20949334383559,0,0,0.998422593481256,0.025573879624088,1.5,1.5,0,0,1,-1
52,35.6496875,139.5029114,34.436267873458,1.56078618911117,-2.16098815266758,0,0,0.998997280831173,-0.001852459689978,1.5,1.5,0,0,1,-1
53,35.6496889,139.5028963,33.1569662073987,1.45916217909044,-2.1109173300022,0,0,0.999399376339044,0.001183549321882,1.5,1.5,0,0,1,-1
54,35.6496895,139.502892,32.9046819065748,1.41182938772578,-2.05771379773403,0,0,0.999222325086562,-0.003022651423528,1.5,1.5,0,0,1,-1
55,35.6496911,139.5028802,31.8424519007662,1.43735991085382,-1.97633178337643,0,0,0.99885258174949,-0.003208438698784,1.5,1.5,0,0,1,3
56,35.6496909,139.5028777,31.4912671203087,1.2178114827221,-1.95220627656305,0,0,0.861324570567018,-0.50597478603372,1.5,1.5,0,0,1,-1
57,35.6496551,139.5028674,31.6077556515493,-2.89065886958711,-1.86958823955613,0,0,0.717601846899536,-0.695457984590468,1.5,1.5,0,0,1,-1
58,35.6496191,139.5028564,31.5018887353397,-6.9211307684542,-1.81022297115114,0,0,0.742383795939909,-0.669332917542208,1.5,1.5,0,0,1,-1
59,35.6495967,139.5028518,31.5819466104962,-9.43285693260346,-1.74560209135537,0,0,0.656348421852432,-0.753734042610104,1.5,1.5,0,0,1,5
60,35.6495967,139.502851,31.2882843439165,-9.53427739191714,-1.69648040852154,0,0,0.981109444784344,-0.188247136872686,1.5,1.5,0,0,1,-1
61,35.6495965,139.5028447,30.8487776150517,-9.60756821031303,-1.70351483215516,0,0,0.99883683266326,0.012400863461122,1.5,1.5,0,0,1,-1
62,35.649597,139.502841,30.613361815418,-9.59711527023422,-1.69569770244264,0,0,0.998661839157817,-0.019051320493207,1.5,1.5,0,0,1,-1
63,35.6495972,139.5028286,29.4785195515775,-9.81630903337995,-1.59944339812695,0,0,0.998997580697962,0.005012600668891,1.5,1.5,0,0,1,-1
64,35.649603,139.5028016,26.9468623359595,-9.75522876642097,-1.45731534944567,0,0,0.999168964019732,-0.005009676555409,1.5,1.5,0,0,1,-1
65,35.6496059,139.502772,24.1903032966144,-9.94113291668156,-1.26289141680985,0,0,0.998831182992424,0.003609765026713,1.5,1.5,0,0,1,-1
66,35.6496089,139.5027535,22.3248327158666,-10.0124427206442,-1.16842970659916,0,0,0.999145589861975,-0.000958525683362,1.5,1.5,0,0,1,-1
67,35.6496092,139.5027513,22.2196327793627,-10.0305631001999,-1.16298231168308,0,0,0.999193810533519,0.001162851138616,1.5,1.5,0,0,1,-1
68,35.6496102,139.5027445,21.5512727422105,-10.0650187091156,-1.12304652332871,0,0,0.999092280862088,-0.000913070878268,1.5,1.5,0,0,1,-1
69,35.6496107,139.5027399,21.2955961878262,-10.0729033054039,-1.13370137321305,0,0,0.99912887461735,0.000442485842372,1.5,1.5,0,0,1,-1
70,35.6496107,139.5027399,21.105259454538,-10.0752788906421,-1.10253736182787,0,0,0.999077203400017,-0.000982029431165,1.5,1.5,0,0,1,-1
71,35.6496112,139.5027376,20.8907428212821,-10.0697894950847,-1.10269831227556,0,0,0.998771846609997,0.002588907062694,1.5,1.5,0,0,1,-1
72,35.6496118,139.5027334,20.5564713340524,-10.077847395016,-1.05969763880069,0,0,0.99859344442966,-0.002329214910772,1.5,1.5,0,0,1,-1
73,35.6496123,139.5027287,20.1316485429647,-10.1099466759571,-1.00656165567942,0,0,0.999065867394472,-1.51417316006062E-06,1.5,1.5,0,0,1,-1
74,35.6496132,139.5027239,19.7999659009731,-10.1167656886575,-0.998817121229318,0,0,0.999070055210971,-0.001749024940312,1.5,1.5,0,0,1,-1
75,35.6496159,139.5027031,17.7578714213667,-10.1962655480532,-0.876300423471578,0,0,0.999007814888628,0.0053923194174,1.5,1.5,0,0,1,-1
76,35.6496225,139.502673,15.0332741468907,-10.0322132508319,-0.690792095819328,0,0,0.998484651711028,-0.006093419061818,1.5,1.5,0,0,1,-1
77,35.6496242,139.5026586,13.8364759657666,-10.2063609100855,-0.617990343828939,0,0,0.997409653263738,-0.05524365103192,1.5,1.5,0,0,1,7
78,35.6496249,139.5026538,13.288380322192,-10.2659295973375,-0.576294737431743,0,0,0.999290733323821,0.00639338561449,1.5,1.5,0,0,1,-1
79,35.6496319,139.5026208,10.360259985229,-10.1323526175399,-0.420501993016055,0,0,0.998810808263073,-0.008576989304914,1.5,1.5,0,0,1,-1
80,35.6496321,139.5026054,8.74937474221835,-10.3851057502906,-0.301831174028932,0,0,0.998688662468892,0.001736562540015,1.5,1.5,0,0,1,-1
81,35.649639,139.5025687,5.25872560272354,-10.3315621629412,-0.081396710923431,0,0,0.998852259117461,-0.004311937528348,1.5,1.5,0,0,1,-1
82,35.649641,139.5025385,2.64947243654105,-10.65639971611,0.078655115675185,0,0,0.999065785630041,0.002309735881081,1.5,1.5,0,0,1,-1
83,35.6496456,139.5025184,0.778218218947607,-10.5929976419332,0.217177091954814,0,0,0.999262318144573,-0.007679441486906,1.5,1.5,0,0,1,-1
84,35.6496471,139.5024977,-1.12323841675576,-10.7811084089619,0.292806470113082,0,0,0.999098542723937,0.003222533984318,1.5,1.5,0,0,1,-1
85,35.6496543,139.5024853,-2.36166098175738,-10.1634990729297,0.31869757408275,0,0,0.86141181472547,0.507238292345813,1.5,1.5,0,0,1,-1
86,35.64969,139.5024851,-3.17833986435089,-6.19899522246803,0.240070345727758,0,0,0.707464383183352,0.706378578321842,1.5,1.5,0,0,1,-1
87,35.6497262,139.5024939,-3.19301133413252,-2.14015411650189,0.149734289399296,0,0,0.654600746947809,0.755711296703578,1.5,1.5,0,0,1,-1
88,35.6497409,139.5025103,-2.00981984785516,-0.12315344160713,0.106019118996351,0,0,0.168828270313637,0.985533958337645,1.5,1.5,0,0,1,-1
89,35.6497388,139.5025327,0.0386635019008,0.204389559248976,-0.00275232027161,0,0,0.002985220302818,0.999994972438432,1.5,1.5,0,0,1,0
